subdim	prefix	video	suffix	dim	task_type	negative	positive	index
unloading vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-20-01.17-25-01.hospital.G436.r13.person_unloads_vehicle.7525.7615	.mp4	human_vehicle	retrieval	person loading vehicle	person unloading vehicle	1251
unloading vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-20-01.17-25-01.hospital.G436.r13.person_unloads_vehicle.8077.8167	.mp4	human_vehicle	retrieval	person loading vehicle	person unloading vehicle	1252
starting	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-20-01.17-25-01.hospital.G436.r13.vehicle_starts.79.213	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	1253
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-20-01.17-25-01.hospital.G436.r13.vehicle_stops.5891.6018	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1258
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-25-00.17-30-00.bus.G340.r13.vehicle_stops.1099.1181	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1264
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-25-00.17-30-00.bus.G340.r13.vehicle_turns_left.948.1120	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1265
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-25-01.17-30-01.bus.G505.r13.person_exits_vehicle.8620.8685	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	1266
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-25-01.17-30-01.bus.G505.r13.person_exits_vehicle.8685.8763	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	1267
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-25-01.17-30-01.bus.G505.r13.person_exits_vehicle.8726.8797	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	1268
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-25-01.17-30-01.bus.G505.r13.person_exits_vehicle.8840.8925	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	1269
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-25-01.17-30-01.bus.G505.r13.person_exits_vehicle.8887.8969	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	1270
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-25-01.17-30-01.bus.G505.r13.person_exits_vehicle.8959.9000	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	1271
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-25-01.17-30-01.bus.G505.r13.person_opens_vehicle_door.8478.8572	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1272
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-25-01.17-30-01.bus.G505.r13.vehicle_stops.8316.8398	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1274
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-25-01.17-30-01.bus.G505.r13.vehicle_turns_left.1472.1682	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1275
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-25-01.17-30-01.bus.G505.r13.vehicle_turns_left.4370.4730	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1276
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-25-01.17-30-01.bus.G505.r13.vehicle_turns_left.987.1399	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1277
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-25-01.17-30-01.bus.G505.r13.vehicle_turns_right.3853.4043	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	1278
starting	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-25-01.17-30-01.hospital.G436.r13.vehicle_starts.2504.2605	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	1279
starting	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-25-01.17-30-01.hospital.G436.r13.vehicle_starts.2002.2151	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	1280
starting	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-25-01.17-30-01.hospital.G436.r13.vehicle_starts.2870.2984	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	1281
starting	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-25-01.17-30-01.hospital.G436.r13.vehicle_starts.8111.8221	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	1284
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-25-01.17-30-01.hospital.G436.r13.vehicle_stops.1036.1184	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1285
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-25-01.17-30-01.hospital.G436.r13.vehicle_stops.2798.2910	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1289
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-25-01.17-30-01.hospital.G436.r13.vehicle_stops.7687.7806	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1291
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-25-01.17-30-01.hospital.G436.r13.vehicle_turns_left.2297.2450	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1293
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-25-01.17-30-01.hospital.G436.r13.vehicle_turns_left.979.1112	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1294
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-25-01.17-30-01.hospital.G436.r13.vehicle_turns_left.8209.8341	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1295
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-25-01.17-30-01.hospital.G436.r13.vehicle_turns_right.425.590	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	1296
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-25-03.17-30-03.school.G300.r13.person_opens_vehicle_door.5349.5449	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1297
starting	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-25-03.17-30-03.school.G300.r13.vehicle_starts.5747.5881	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	1298
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-25-03.17-30-03.school.G300.r13.vehicle_stops.5146.5263	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1299
entering vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-25-03.17-30-03.school.G300.r13.person_enters_vehicle.5486.5547	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	1301
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-25-06.17-30-06.school.G424.r13.vehicle_turns_left.1735.1869	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1307
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-00.17-35-00.bus.G340.r13.person_closes_vehicle_door.2545.2599	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	1311
loading vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-00.17-35-00.bus.G340.r13.person_loads_vehicle.5911.5951	.mp4	human_vehicle	retrieval	person unloading vehicle	person loading vehicle	1321
opening trunk	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-00.17-35-00.bus.G340.r13.person_opens_trunk.5678.5929	.mp4	human_vehicle	retrieval	person closing trunk	person opening trunk	1324
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-00.17-35-00.bus.G340.r13.person_opens_vehicle_door.2457.2522	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1325
entering vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-01.17-35-01.bus.G505.r13.person_enters_vehicle.2694.2781	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	1333
entering vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-01.17-35-01.bus.G505.r13.person_enters_vehicle.2737.2868	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	1334
entering vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-01.17-35-01.bus.G505.r13.person_enters_vehicle.2938.3091	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	1335
entering vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-01.17-35-01.bus.G505.r13.person_enters_vehicle.5223.5333	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	1336
entering vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-01.17-35-01.bus.G505.r13.person_enters_vehicle.5288.5425	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	1337
entering vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-01.17-35-01.bus.G505.r13.person_enters_vehicle.7087.7213	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	1338
entering vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-01.17-35-01.bus.G505.r13.person_enters_vehicle.2277.2379	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	1339
entering vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-01.17-35-01.bus.G505.r13.person_enters_vehicle.8215.8340	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	1341
entering vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-01.17-35-01.bus.G505.r13.person_enters_vehicle.1004.1078	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	1346
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-01.17-35-01.bus.G505.r13.person_exits_vehicle.0.38	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	1348
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-01.17-35-01.bus.G505.r13.person_exits_vehicle.92.174	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	1349
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-01.17-35-01.bus.G505.r13.person_exits_vehicle.171.239	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	1350
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-01.17-35-01.bus.G505.r13.person_exits_vehicle.308.384	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	1351
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-01.17-35-01.bus.G505.r13.person_exits_vehicle.351.419	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	1352
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-01.17-35-01.bus.G505.r13.person_exits_vehicle.391.455	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	1353
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-01.17-35-01.bus.G505.r13.person_exits_vehicle.1260.1328	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	1354
loading vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-01.17-35-01.bus.G505.r13.person_loads_vehicle.8681.8757	.mp4	human_vehicle	retrieval	person unloading vehicle	person loading vehicle	1355
loading vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-01.17-35-01.bus.G505.r13.person_loads_vehicle.2210.2289	.mp4	human_vehicle	retrieval	person unloading vehicle	person loading vehicle	1356
loading vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-01.17-35-01.bus.G505.r13.person_loads_vehicle.8394.8459	.mp4	human_vehicle	retrieval	person unloading vehicle	person loading vehicle	1358
unloading vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-01.17-35-01.bus.G505.r13.person_unloads_vehicle.466.519	.mp4	human_vehicle	retrieval	person loading vehicle	person unloading vehicle	1360
unloading vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-01.17-35-01.bus.G505.r13.person_unloads_vehicle.521.604	.mp4	human_vehicle	retrieval	person loading vehicle	person unloading vehicle	1361
unloading vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-01.17-35-01.bus.G505.r13.person_unloads_vehicle.614.722	.mp4	human_vehicle	retrieval	person loading vehicle	person unloading vehicle	1362
unloading vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-01.17-35-01.bus.G505.r13.person_unloads_vehicle.1099.1170	.mp4	human_vehicle	retrieval	person loading vehicle	person unloading vehicle	1365
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-01.17-35-01.bus.G505.r13.vehicle_turns_right.6576.6654	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	1366
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-01.17-35-01.bus.G505.r13.vehicle_turns_right.8595.8685	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	1367
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-01.17-35-01.bus.G505.r13.vehicle_turns_right.8861.8943	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	1368
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-03.17-35-03.school.G300.r13.vehicle_turns_left.849.990	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1369
starting	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-00.17-40-00.bus.G340.r13.vehicle_starts.179.288	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	1375
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-00.17-40-00.bus.G340.r13.vehicle_turns_right.6580.6688	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	1378
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-00.17-40-00.bus.G506.r13.person_closes_vehicle_door.3935.3997	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	1381
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-00.17-40-00.bus.G506.r13.person_opens_vehicle_door.3831.3895	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1383
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-00.17-40-00.bus.G506.r13.vehicle_stops.3614.3685	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1385
closing trunk	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-01.17-40-01.bus.G505.r13.person_closes_trunk.6944.7051	.mp4	human_vehicle	retrieval	person opening trunk	person closing trunk	1388
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-01.17-40-01.bus.G505.r13.person_closes_vehicle_door.8136.8220	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	1389
entering vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-01.17-40-01.bus.G505.r13.person_enters_vehicle.449.569	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	1390
entering vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-01.17-40-01.bus.G505.r13.person_enters_vehicle.6510.6678	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	1391
entering vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-01.17-40-01.bus.G505.r13.person_enters_vehicle.7769.7889	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	1392
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-01.17-40-01.bus.G505.r13.person_exits_vehicle.7696.7767	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	1393
starting	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-01.17-40-01.bus.G505.r13.vehicle_starts.8397.8467	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	1394
starting	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-01.17-40-01.hospital.G436.r13.vehicle_starts.4865.4932	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	1396
starting	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-01.17-40-01.hospital.G436.r13.vehicle_starts.4664.4748	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	1397
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-01.17-40-01.hospital.G436.r13.vehicle_stops.3178.3271	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1401
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-01.17-40-01.hospital.G436.r13.vehicle_stops.4757.4890	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1402
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-01.17-40-01.hospital.G436.r13.vehicle_stops.8325.8445	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1404
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-01.17-40-01.hospital.G436.r13.vehicle_stops.2462.2594	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1405
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-01.17-40-01.hospital.G436.r13.vehicle_turns_left.4284.4428	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1406
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-01.17-40-01.hospital.G436.r13.vehicle_turns_left.5870.5998	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1407
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-01.17-40-01.hospital.G436.r13.vehicle_turns_right.4555.4680	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	1408
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-01.17-40-01.hospital.G436.r13.vehicle_turns_right.6024.6128	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	1409
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-01.17-40-01.hospital.G436.r13.vehicle_turns_right.3302.3468	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	1410
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-05.17-40-05.hospital.G341.r13.person_closes_vehicle_door.3785.3838	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	1411
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-05.17-40-05.hospital.G341.r13.person_opens_vehicle_door.3687.3737	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1413
starting	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-05.17-40-05.hospital.G341.r13.vehicle_starts.8285.8421	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	1416
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-05.17-40-05.hospital.G341.r13.vehicle_turns_left.4089.4352	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1419
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-05.17-40-05.hospital.G341.r13.vehicle_turns_left.3391.3527	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1420
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-05.17-40-05.hospital.G341.r13.vehicle_turns_right.3299.3402	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	1422
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_opens_vehicle_door.7269.7349	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1424
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_closes_vehicle_door.7404.7504	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	1425
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.vehicle_stops.3025.3143	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1430
starting	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.vehicle_starts.3226.3269	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	1431
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.vehicle_stops.3275.3325	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1432
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.vehicle_stops.3410.3520	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1433
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_opens_vehicle_door.3651.3717	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1434
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_closes_vehicle_door.3742.3825	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	1435
starting	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.vehicle_starts.4097.4240	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	1437
starting	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.vehicle_starts.4507.4630	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	1439
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.vehicle_stops.4656.4739	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1440
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_opens_vehicle_door.8450.8526	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1444
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_closes_vehicle_door.8533.8773	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	1445
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_opens_vehicle_door.8861.9005	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1446
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_closes_vehicle_door.8009.8078	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	1447
starting	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.vehicle_starts.8234.8354	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	1448
starting	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.vehicle_starts.8493.8715	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	1450
closing trunk	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_closes_trunk.6809.6894	.mp4	human_vehicle	retrieval	person opening trunk	person closing trunk	1451
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.vehicle_stops.8147.8313	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1452
entering vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_enters_vehicle.311.387	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	1457
entering vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_enters_vehicle.6377.6481	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	1458
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_exits_vehicle.7573.7634	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	1459
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_opens_vehicle_door.8958.9005	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1463
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.vehicle_turns_left.4073.4193	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1465
