subdim	prefix	video	suffix	dim	task_type	negative	positive	index
starting	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-01.17-40-01.hospital.G436.r13.vehicle_starts.5848.5975	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	1398
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-01.17-40-01.hospital.G436.r13.vehicle_stops.3178.3271	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1401
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-01.17-40-01.hospital.G436.r13.vehicle_stops.4757.4890	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1402
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-01.17-40-01.hospital.G436.r13.vehicle_stops.8325.8445	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1404
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-01.17-40-01.hospital.G436.r13.vehicle_stops.2462.2594	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1405
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-01.17-40-01.hospital.G436.r13.vehicle_turns_left.4284.4428	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1406
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-01.17-40-01.hospital.G436.r13.vehicle_turns_left.5870.5998	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1407
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-01.17-40-01.hospital.G436.r13.vehicle_turns_right.4555.4680	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	1408
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-01.17-40-01.hospital.G436.r13.vehicle_turns_right.6024.6128	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	1409
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-01.17-40-01.hospital.G436.r13.vehicle_turns_right.3302.3468	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	1410
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-05.17-40-05.hospital.G341.r13.person_closes_vehicle_door.3785.3838	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	1411
entering vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-05.17-40-05.hospital.G341.r13.person_enters_vehicle.3687.3838	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	1412
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-05.17-40-05.hospital.G341.r13.person_opens_vehicle_door.3687.3737	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1413
reversing	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-05.17-40-05.hospital.G341.r13.vehicle_reverses.3894.4092	.mp4	vehicle	retrieval	vehicle driving forward	vehicle reversing	1414
starting	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-05.17-40-05.hospital.G341.r13.vehicle_starts.8285.8421	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	1416
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-05.17-40-05.hospital.G341.r13.vehicle_stops.8815.8963	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1417
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-05.17-40-05.hospital.G341.r13.vehicle_stops.3442.3527	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1418
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-05.17-40-05.hospital.G341.r13.vehicle_turns_left.4089.4352	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1419
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-05.17-40-05.hospital.G341.r13.vehicle_turns_right.8707.8942	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	1421
driving forward	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-05.17-40-05.hospital.G341.r13.vehicle_drives_forward.4092.3894	.mp4	vehicle	retrieval	vehicle reversing	vehicle driving forward	1423
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_opens_vehicle_door.7269.7349	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1424
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_closes_vehicle_door.7404.7504	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	1425
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_opens_vehicle_door.8027.8137	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1426
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.vehicle_stops.2298.2458	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1429
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.vehicle_stops.3025.3143	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1430
starting	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.vehicle_starts.3226.3269	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	1431
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.vehicle_stops.3275.3325	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1432
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.vehicle_stops.3410.3520	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1433
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_opens_vehicle_door.3651.3717	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1434
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_closes_vehicle_door.3742.3825	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	1435
reversing	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.vehicle_reverses.3825.4068	.mp4	vehicle	retrieval	vehicle driving forward	vehicle reversing	1436
starting	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.vehicle_starts.4097.4240	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	1437
starting	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.vehicle_starts.4507.4630	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	1439
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.vehicle_stops.4656.4739	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1440
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_opens_vehicle_door.2476.2558	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1441
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_closes_vehicle_door.2579.2635	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	1442
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_closes_vehicle_door.8182.8240	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	1443
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_opens_vehicle_door.8450.8526	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1444
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_closes_vehicle_door.8533.8773	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	1445
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_opens_vehicle_door.8861.9005	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1446
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_closes_vehicle_door.8009.8078	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	1447
starting	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.vehicle_starts.8234.8354	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	1448
starting	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.vehicle_starts.8493.8715	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	1450
closing trunk	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_closes_trunk.6809.6894	.mp4	human_vehicle	retrieval	person opening trunk	person closing trunk	1451
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.vehicle_stops.8147.8313	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1452
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_exits_vehicle.2476.2635	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	1453
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_exits_vehicle.8027.8239	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	1454
entering vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_enters_vehicle.3651.3825	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	1456
entering vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_enters_vehicle.311.387	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	1457
entering vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_enters_vehicle.6377.6481	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	1458
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_exits_vehicle.7573.7634	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	1459
starting	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.vehicle_starts.5589.5893	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	1461
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_opens_vehicle_door.8958.9005	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1463
entering vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_enters_vehicle.7274.7506	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	1464
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.vehicle_turns_left.4073.4193	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1465
driving forward	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.vehicle_drives_forward.4068.3825	.mp4	vehicle	retrieval	vehicle reversing	vehicle driving forward	1467
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-00.10-15-00.school.G300.r13.person_closes_vehicle_door.2973.3034	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	1468
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-00.10-15-00.school.G300.r13.person_closes_vehicle_door.3281.3337	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	1469
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-00.10-15-00.school.G300.r13.person_closes_vehicle_door.7701.7777	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	1472
entering vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-00.10-15-00.school.G300.r13.person_enters_vehicle.7518.7719	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	1473
entering vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-00.10-15-00.school.G300.r13.person_enters_vehicle.7584.7777	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	1474
entering vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-00.10-15-00.school.G300.r13.person_enters_vehicle.7537.7681	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	1475
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-00.10-15-00.school.G300.r13.person_exits_vehicle.2860.2994	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	1476
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-00.10-15-00.school.G300.r13.person_opens_vehicle_door.2860.2940	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1477
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-00.10-15-00.school.G300.r13.person_opens_vehicle_door.3165.3230	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1478
starting	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-00.10-15-00.school.G300.r13.vehicle_starts.7889.8025	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	1482
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-00.10-15-00.school.G300.r13.vehicle_stops.2804.2857	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1483
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-00.10-15-00.school.G336.r13.person_closes_vehicle_door.8802.8862	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	1486
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-00.10-15-00.school.G336.r13.person_closes_vehicle_door.8523.8588	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	1487
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-00.10-15-00.school.G336.r13.person_exits_vehicle.8524.8608	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	1488
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-00.10-15-00.school.G336.r13.person_exits_vehicle.8697.8826	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	1489
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-00.10-15-00.school.G336.r13.person_exits_vehicle.8435.8560	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	1490
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-00.10-15-00.school.G336.r13.person_exits_vehicle.8266.8404	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	1491
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-00.10-15-00.school.G336.r13.person_exits_vehicle.8167.8326	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	1492
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-00.10-15-00.school.G336.r13.person_opens_vehicle_door.8167.8282	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1494
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-00.10-15-00.school.G336.r13.person_opens_vehicle_door.8365.8442	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1495
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-00.10-15-00.school.G336.r13.person_opens_vehicle_door.8435.8519	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1497
starting	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-00.10-15-00.school.G336.r13.vehicle_starts.8936.9006	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	1498
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-00.10-15-00.school.G336.r13.vehicle_stops.7659.7767	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1500
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-00.10-15-00.school.G336.r13.vehicle_stops.8184.8219	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1501
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-00.10-15-00.school.G336.r13.vehicle_stops.8371.8417	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1502
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-00.10-15-00.school.G336.r13.vehicle_stops.8624.8684	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1504
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-00.10-15-00.school.G336.r13.vehicle_turns_left.8037.8199	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1505
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-00.10-15-01.school.G328.r13.vehicle_turns_left.1496.1630	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1506
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-00.10-15-01.school.G328.r13.vehicle_turns_left.1735.1862	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1507
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-01.10-15-01.bus.G505.r13.vehicle_turns_left.2239.2329	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1508
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-01.10-15-01.school.G339.r13.person_opens_vehicle_door.2121.2257	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1509
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-01.10-15-01.school.G339.r13.person_opens_vehicle_door.2202.2294	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1510
reversing	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-01.10-15-01.school.G339.r13.vehicle_reverses.4774.5236	.mp4	vehicle	retrieval	vehicle driving forward	vehicle reversing	1511
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-01.10-15-01.school.G339.r13.vehicle_stops.1845.1951	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1512
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-01.10-15-01.school.G339.r13.vehicle_turns_left.1431.1553	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1513
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-01.10-15-01.school.G339.r13.vehicle_turns_left.1692.1800	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1514
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-01.10-15-01.school.G339.r13.vehicle_turns_left.2253.2378	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1515
driving forward	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-01.10-15-01.school.G339.r13.vehicle_drives_forward.5236.4774	.mp4	vehicle	retrieval	vehicle reversing	vehicle driving forward	1516
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-10-02.10-15-02.hospital.G341.r13.vehicle_turns_left.2739.2872	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1517
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-15-00.10-20-00.school.G300.r13.person_closes_vehicle_door.8651.8702	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	1518
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-15-00.10-20-00.school.G300.r13.person_exits_vehicle.8467.8669	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	1519
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-15-00.10-20-00.school.G300.r13.person_opens_vehicle_door.8467.8558	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1520
unloading vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-15-00.10-20-00.school.G300.r13.person_unloads_vehicle.8624.8702	.mp4	human_vehicle	retrieval	person loading vehicle	person unloading vehicle	1521
starting	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-15-00.10-20-00.school.G300.r13.vehicle_starts.8707.8786	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	1522
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-15-00.10-20-00.school.G300.r13.vehicle_stops.8370.8457	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1523
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-15-00.10-20-00.school.G336.r13.person_closes_vehicle_door.16.77	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	1524
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-15-00.10-20-00.school.G336.r13.person_closes_vehicle_door.3265.3335	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	1525
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-15-00.10-20-00.school.G336.r13.person_closes_vehicle_door.3184.3289	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	1526
entering vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-15-00.10-20-00.school.G336.r13.person_enters_vehicle.11.77	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	1527
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-15-00.10-20-00.school.G336.r13.person_exits_vehicle.3005.3239	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	1528
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-15-00.10-20-00.school.G336.r13.person_exits_vehicle.3034.3185	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	1529
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-15-00.10-20-00.school.G336.r13.person_opens_vehicle_door.3005.3109	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1530
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-15-00.10-20-00.school.G336.r13.person_opens_vehicle_door.3034.3123	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1531
starting	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-15-00.10-20-00.school.G336.r13.vehicle_starts.132.206	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	1532
starting	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-15-00.10-20-00.school.G336.r13.vehicle_starts.163.243	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	1533
starting	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-15-00.10-20-00.school.G336.r13.vehicle_starts.3367.3427	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	1535
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-15-00.10-20-00.school.G336.r13.vehicle_stops.2947.3020	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1537
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-15-00.10-20-00.school.G336.r13.vehicle_turns_left.137.213	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1538
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-15-00.10-20-00.school.G336.r13.vehicle_turns_left.209.325	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1539
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-15-00.10-20-00.school.G336.r13.vehicle_turns_left.264.388	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1540
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-15-00.10-20-00.school.G336.r13.vehicle_turns_left.2851.2939	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1541
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-09	2018-03-09.10-15-00.10-20-00.school.G336.r13.vehicle_turns_left.3378.3435	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1542
